S. No.,Lattitude,Longitude,Pothole,Severity,Ranking
6424,13.0071 ,77.5212,33,2,55
6427,12.9619 ,77.5397,23,5,54
6441,13.0117 ,77.5194,23,4,72
6443,13.0647 ,77.6810,20,1,64
6450,12.8610 ,77.6980,24,1,66
6452,12.9372 ,77.4866,15,5,62
6478,12.8516 ,77.5671,18,1,71
6492,12.8426 ,77.5376,17,5,78
6498,12.9373 ,77.5305,31,1,75
6516,12.9901 ,77.6179,25,3,60
6538,12.8579 ,77.4865,21,3,53
6547,13.0968 ,77.7476,17,3,67
6550,12.9094 ,77.6549,21,3,69
6555,13.0666 ,77.5094,18,5,76
6563,13.0516 ,77.5698,28,3,57
6576,12.9498 ,77.6294,35,5,66
6578,13.0255 ,77.5330,15,5,53
6579,13.0240 ,77.5526,24,2,53
6581,12.9592 ,77.7066,30,1,64
6582,12.9418 ,77.6387,22,4,59
6590,12.9211 ,77.7120,34,1,67
6608,13.0818 ,77.6446,32,2,68
6610,12.9823 ,77.7086,17,1,75
6620,12.9821 ,77.7488,15,2,56
6621,12.9764 ,77.6616,32,1,53
6632,13.0489 ,77.6962,34,4,60
6641,13.0538 ,77.7032,19,2,75
6666,13.0293 ,77.6551,18,1,67
6681,12.9001 ,77.7018,33,5,64
6688,13.0683 ,77.6979,35,5,73
6712,13.0538 ,77.7410,35,2,61
6713,12.9167 ,77.5105,26,2,75
6720,13.0093 ,77.5063,34,1,62
6727,13.0847 ,77.7437,27,4,66
6729,12.9557 ,77.6646,33,1,71
6732,12.9202 ,77.6745,22,3,63
6746,12.9497 ,77.5290,28,1,66
6749,13.0464 ,77.5160,23,3,57
6771,13.0585 ,77.5753,20,5,66
6776,12.9815 ,77.7170,35,5,58
6784,12.8813 ,77.5572,17,5,57
6789,12.9059 ,77.5089,28,5,66
6811,12.8504 ,77.5610,26,4,74
6814,12.9291 ,77.6846,20,1,78
6822,12.8793 ,77.6882,33,1,56
6823,12.8599 ,77.6816,22,1,52
6833,13.0974 ,77.5735,18,1,65
6834,13.0322 ,77.6744,30,1,77
6837,12.8756 ,77.6050,27,4,54
6845,12.9396 ,77.6298,28,5,58
6856,12.9341 ,77.6284,25,1,66
6857,13.0568 ,77.4852,19,5,61
6858,12.9388 ,77.6544,34,3,78
6874,12.8642 ,77.4978,20,2,68
6888,12.9140 ,77.4933,33,2,60
6906,13.0901 ,77.6985,22,3,70
6914,13.0245 ,77.6110,26,5,75
6941,12.9232 ,77.7000,23,3,66
6974,13.0442 ,77.5750,30,2,54
6980,12.9048 ,77.6092,29,2,66
6982,12.9033 ,77.4953,28,5,70
7002,12.8661 ,77.6539,18,3,59
7018,12.8584 ,77.6836,35,4,55
7025,12.9736 ,77.6687,15,5,68
7047,12.8548 ,77.6431,22,4,75
7048,12.9384 ,77.5368,35,4,66
7050,12.9365 ,77.5932,35,5,73
7062,12.8414 ,77.5773,18,3,67
7064,12.9779 ,77.5524,27,2,69
7080,12.9298 ,77.7005,19,4,66
7081,12.9809 ,77.7286,32,3,78
7106,12.9881 ,77.6106,16,3,68
7115,12.9472 ,77.5454,19,3,57
7129,12.9992 ,77.6173,16,3,74
7148,12.9983 ,77.7107,28,3,55
7151,12.8839 ,77.6632,24,5,71
7153,12.9020 ,77.5476,22,2,72
7172,13.0965 ,77.6753,27,2,69
7178,12.8924 ,77.5359,28,4,71
7186,12.8462 ,77.7290,20,5,77
7189,13.0062 ,77.6607,25,5,70
7202,13.0083 ,77.6361,32,3,56
7215,12.8562 ,77.7440,25,2,54
7219,13.0465 ,77.6232,32,2,68
7233,13.0711 ,77.5554,30,2,62
7236,12.9397 ,77.5105,28,1,54
7273,12.9494 ,77.6959,34,4,73
7278,13.0126 ,77.5255,25,3,66
7290,12.9221 ,77.7266,22,3,74
7303,13.0262 ,77.6229,29,4,64
7308,12.8953 ,77.5927,31,5,66
7327,13.0220 ,77.6564,23,2,52
7333,13.0113 ,77.6408,25,1,69
7335,12.8608 ,77.5611,20,1,56
7339,12.8547 ,77.5974,21,2,75
7372,13.0065 ,77.7357,22,2,66
7382,13.0918 ,77.7322,21,3,56
7385,12.9702 ,77.5147,24,2,73
7396,13.0651 ,77.6050,33,3,66
7397,12.8871 ,77.7172,22,4,60
7419,13.0957 ,77.5995,24,3,73
7422,13.0465 ,77.6910,17,1,77
7443,12.9262 ,77.6258,16,2,67
7450,12.9036 ,77.5399,22,4,57
7467,13.0084 ,77.6877,16,5,69
7486,13.0596 ,77.5420,22,3,78
7488,12.9584 ,77.7070,20,2,78
7506,12.8584 ,77.7159,23,1,56
7510,12.8992 ,77.5274,23,4,57
7513,13.0804 ,77.6093,16,5,73
7525,12.8636 ,77.6822,28,5,53
7532,12.9374 ,77.4901,19,2,67
7548,13.0179 ,77.6014,20,5,72
7552,13.0003 ,77.6882,29,3,66
7561,13.0126 ,77.5456,19,3,68
7563,12.9807 ,77.6258,20,4,68
7571,13.0546 ,77.7192,32,4,71
7574,13.0706 ,77.7250,25,3,52
7576,12.8882 ,77.6365,33,2,71
7581,13.0770 ,77.7485,29,4,59
7588,13.0143 ,77.5126,30,4,70
7592,12.9869 ,77.4861,20,5,73
7607,12.9582 ,77.6321,30,3,53
7619,12.9615 ,77.5452,20,4,69
7620,12.8847 ,77.7330,26,3,54
7622,13.0641 ,77.5074,31,3,66
7631,13.0215 ,77.6806,23,2,75
7642,12.9935 ,77.5521,15,1,70
7661,13.0988 ,77.6126,16,1,62
7678,12.9376 ,77.6421,16,5,71
7688,12.9560 ,77.6379,24,1,68
7689,12.9956 ,77.7303,30,3,65
7690,12.9721 ,77.6191,18,5,54
7693,13.0205 ,77.5093,34,2,55
7695,13.1003 ,77.5321,16,1,62
7734,12.9048 ,77.5294,32,5,63
7742,13.1001 ,77.5770,27,3,61
7763,13.0358 ,77.6894,35,4,59
7785,13.0548 ,77.4958,29,1,57
7812,13.0167 ,77.5703,18,2,61
7818,13.0916 ,77.7372,26,1,56
7827,12.9843 ,77.6854,16,3,72
7833,13.0623 ,77.5577,30,1,52
7842,12.8523 ,77.6036,30,4,70
7862,12.8866 ,77.5368,19,2,64
7888,13.0164 ,77.5666,17,5,67
7889,12.9847 ,77.5246,32,5,77
7902,12.9477 ,77.6702,34,4,55
7912,12.8873 ,77.7339,23,5,64
7926,13.0637 ,77.5802,28,4,78
7949,12.9219 ,77.6691,29,1,71
7955,12.9451 ,77.6087,35,3,66
7958,13.0313 ,77.6777,22,5,76
7964,12.8635 ,77.5696,16,5,59
7985,12.9776 ,77.6505,25,4,58
7992,13.0816 ,77.7063,15,5,62
7997,12.9775 ,77.7405,25,1,74
8007,13.0368 ,77.5531,29,2,75
8012,12.9338 ,77.6312,32,2,64
8021,13.0806 ,77.6191,21,5,72
8039,13.0782 ,77.6441,15,1,72
8049,12.9725 ,77.7353,19,1,62
8055,13.0203 ,77.6786,23,4,77
8065,12.9780 ,77.6300,25,3,62
8087,12.8643 ,77.6374,16,4,72
8091,12.9000 ,77.6125,31,4,76
8099,13.0232 ,77.6230,24,5,65
8112,13.0765 ,77.6658,19,5,72
8122,12.8613 ,77.6072,27,3,71
8124,12.9186 ,77.7076,19,3,73
8136,13.0805 ,77.6830,34,2,63
8139,12.9960 ,77.5478,19,2,72
8140,12.9132 ,77.6887,19,1,64
8141,12.9462 ,77.4915,26,1,78
8152,13.0294 ,77.6083,20,1,57
8157,12.8706 ,77.5435,19,3,75
8168,12.8905 ,77.5457,29,1,66
8170,13.0427 ,77.5930,28,1,53
8174,12.9567 ,77.6319,17,3,62
8187,12.8425 ,77.5380,31,5,55
8191,12.9554 ,77.5961,26,4,71
8230,12.9337 ,77.6117,32,2,58
8240,12.8917 ,77.6602,27,5,71
8242,12.9695 ,77.7377,28,5,62
8266,12.9131 ,77.5983,32,5,57
8278,12.9149 ,77.5439,24,3,67
8280,13.0546 ,77.4906,34,1,70
8283,13.0955 ,77.7098,30,1,55
8296,12.9795 ,77.6958,19,1,77
8299,12.9776 ,77.7468,16,5,70
8322,12.9652 ,77.6226,30,1,59
8334,12.9657 ,77.6330,33,5,76
8337,13.0181 ,77.7039,19,3,66
8346,12.9641 ,77.6540,33,1,59
8350,12.9185 ,77.6838,35,5,56
8352,12.9287 ,77.5944,27,2,62
8354,12.9184 ,77.7045,25,1,52
8370,12.8654 ,77.5209,16,5,72
8380,12.8877 ,77.5406,33,5,55
8384,12.9185 ,77.7223,15,3,72
8404,12.9926 ,77.6584,21,2,53
8408,13.0890 ,77.5519,20,1,54
8421,13.0957 ,77.5821,35,1,60
8427,12.8777 ,77.7482,30,2,78
8428,13.0314 ,77.6224,33,4,74
8435,13.0190 ,77.6944,33,4,71
8439,12.8667 ,77.5342,33,5,58
8444,13.0152 ,77.7096,17,2,53
8450,12.8935 ,77.6171,29,3,66
8459,13.0023 ,77.5907,26,5,61
8465,12.9879 ,77.6995,19,2,75
8467,12.9866 ,77.5185,35,5,78
8468,13.0912 ,77.6237,29,4,66
8471,12.8459 ,77.5776,17,3,58
8492,12.9880 ,77.7122,25,2,64
8499,13.0274 ,77.6446,31,5,58
8502,12.9975 ,77.5580,28,3,62
8505,13.0902 ,77.6105,22,5,56
8521,13.0970 ,77.6758,28,2,76
8532,12.9015 ,77.4917,16,3,54
8534,13.0286 ,77.7189,35,4,59
8535,12.9451 ,77.5603,35,4,72
8541,13.0169 ,77.5082,33,4,57
8549,12.9807 ,77.5723,32,3,59
8558,12.9707 ,77.7399,33,5,78
8584,12.9707 ,77.7332,24,2,59
8596,12.9965 ,77.5970,27,1,69
8598,12.9078 ,77.4917,35,5,70
8601,13.0960 ,77.7316,16,2,59
8621,12.9335 ,77.7307,27,2,69
8622,13.0271 ,77.5751,32,2,65
8642,12.9697 ,77.5725,34,5,58
8645,13.0477 ,77.6263,19,5,61
8682,12.8566 ,77.5130,18,5,52
8686,12.8678 ,77.6987,24,3,56
8701,12.9026 ,77.6289,25,1,73
8707,12.9286 ,77.5206,15,3,65
8709,12.9440 ,77.5311,18,1,58
8723,13.0147 ,77.5583,24,3,71
8734,13.0379 ,77.6293,19,2,66
8748,13.0468 ,77.6974,24,1,72
8750,12.8656 ,77.5656,29,3,74
8753,13.0688 ,77.5911,32,4,58
8759,12.9165 ,77.7204,34,5,54
8795,12.9447 ,77.5492,32,3,61
8807,13.0725 ,77.5341,27,2,76
8819,12.8642 ,77.4996,22,1,74
8822,12.8656 ,77.6636,30,1,52
8828,12.9933 ,77.6425,29,4,57
8833,12.9622 ,77.7228,30,5,75
8848,13.0648 ,77.5458,20,3,65
8853,12.8463 ,77.6660,29,3,57
8854,13.0698 ,77.4958,28,2,64
8859,12.8607 ,77.5027,25,3,74
8862,12.8674 ,77.7421,35,2,65
8868,12.9815 ,77.5333,23,5,56
8869,13.0139 ,77.6349,35,3,63
8885,12.8914 ,77.7482,23,4,61
8892,12.9384 ,77.6529,32,4,59
8916,13.0292 ,77.4844,20,4,52
8917,12.9364 ,77.6547,28,2,78
8920,12.8728 ,77.5142,33,3,72
8921,13.0679 ,77.7194,33,2,69
8922,12.8808 ,77.6355,26,5,70
8938,12.9665 ,77.6076,22,2,63
8950,12.8442 ,77.5388,15,1,54
8968,12.9257 ,77.4910,25,1,58
8969,12.9890 ,77.5440,34,4,56
8980,13.0019 ,77.6633,17,1,53
8988,12.9214 ,77.6770,31,3,59
9010,13.0176 ,77.7258,26,3,73
9024,12.9427 ,77.6056,28,1,55
9027,13.0727 ,77.7097,18,2,66
9033,12.9446 ,77.6611,29,5,63
9041,12.8894 ,77.6951,33,1,54
9049,13.0677 ,77.6664,27,1,69
9050,12.9471 ,77.6227,21,5,78
9057,12.9973 ,77.6297,18,2,70
9092,13.0364 ,77.5523,16,5,78
9093,12.9186 ,77.7493,19,4,78
9094,12.9888 ,77.4909,17,3,56
9096,12.8762 ,77.4848,23,1,66
9103,13.0853 ,77.7273,17,3,58
1,12.8658 ,77.5094,26,5,68
3,12.9376 ,77.6096,32,1,66
7,12.9276 ,77.5227,28,4,61
8,12.9849 ,77.6646,15,1,58
17,13.0935 ,77.6661,29,4,63
21,12.9055 ,77.6205,15,3,77
34,12.8684 ,77.5273,17,3,60
40,12.9812 ,77.6492,34,1,60
63,12.8446 ,77.5351,28,4,68
92,12.9469 ,77.7018,31,1,67
130,13.0678 ,77.5033,15,2,62
138,12.8878 ,77.4870,32,5,71
141,12.9521 ,77.6334,18,2,67
192,12.9985 ,77.5825,31,5,62
193,12.9028 ,77.5081,35,2,54
208,12.9781 ,77.7485,33,1,62
234,12.8417 ,77.6049,27,2,66
235,13.0906 ,77.7146,30,2,62
254,12.8859 ,77.7061,18,1,74
255,12.9605 ,77.6686,31,3,70
264,12.9355 ,77.4983,31,4,74
273,12.9344 ,77.5535,25,3,68
299,13.0957 ,77.5464,34,5,77
317,12.9348 ,77.7111,33,5,70
329,12.8559 ,77.6314,26,1,59
334,13.0851 ,77.5591,24,3,64
339,12.8488 ,77.5546,25,2,71
343,12.9332 ,77.6026,25,4,59
352,12.9041 ,77.6348,28,4,69
358,12.9601 ,77.6821,28,5,74
362,12.8902 ,77.5455,33,5,72
394,12.9536 ,77.6353,20,4,76
399,12.9567 ,77.5319,23,3,65
427,12.9803 ,77.5477,24,3,65
432,12.8845 ,77.6116,16,1,66
437,12.8463 ,77.5630,34,2,78
456,12.8733 ,77.5723,25,3,61
457,12.8459 ,77.5732,20,3,71
461,12.8502 ,77.7024,35,3,75
462,12.9681 ,77.7180,28,5,72
489,13.0311 ,77.5475,27,4,59
496,12.9837 ,77.7198,29,3,67
500,12.8620 ,77.7413,33,5,52
504,13.0730 ,77.5907,34,5,74
510,12.9677 ,77.4988,19,1,70
537,12.8604 ,77.7482,29,2,58
542,12.8490 ,77.5350,31,4,55
551,12.8660 ,77.4977,18,3,74
554,13.0017 ,77.4960,23,5,62
576,13.0612 ,77.6166,28,1,76
583,13.0081 ,77.5158,18,5,67
612,12.9697 ,77.6837,25,4,78
634,12.9834 ,77.6719,29,4,69
635,12.9467 ,77.5100,17,2,74
637,13.0332 ,77.5786,27,1,70
642,13.0929 ,77.5500,35,3,77
669,13.0948 ,77.7303,19,2,74
685,12.9812 ,77.6152,18,2,61
690,12.8520 ,77.4932,27,2,77
699,12.9795 ,77.6177,31,2,78
704,13.0997 ,77.6408,28,4,59
721,13.0597 ,77.5466,30,5,56
728,13.0958 ,77.6456,23,3,73
742,12.9075 ,77.5202,18,4,73
745,13.0639 ,77.6641,29,4,69
759,12.9334 ,77.6495,25,1,61
782,13.0154 ,77.5656,29,2,67
785,13.0526 ,77.4880,23,1,56
794,13.0310 ,77.5169,32,1,64
844,12.9098 ,77.6486,19,4,75
862,13.0931 ,77.5020,23,4,55
864,13.0311 ,77.6084,26,4,71
888,13.0487 ,77.5829,23,3,78
898,12.9069 ,77.5119,28,1,58
901,12.8544 ,77.5480,17,5,58
904,12.9100 ,77.5072,24,4,71
905,13.0936 ,77.5309,20,1,72
917,12.9584 ,77.6816,23,2,57
918,12.9466 ,77.4835,27,3,69
919,12.9520 ,77.6392,19,2,72
920,13.0630 ,77.6964,19,5,60
926,12.9626 ,77.6465,19,5,52
929,12.9586 ,77.4850,17,5,68
936,13.0135 ,77.7098,17,4,55
945,12.9354 ,77.6214,29,5,74
946,12.8957 ,77.6185,33,2,65
958,13.0472 ,77.6109,19,3,62
967,12.8758 ,77.6587,16,3,55
990,13.0930 ,77.4879,15,1,77
994,13.0019 ,77.6976,25,1,62
1011,13.0949 ,77.6611,16,3,65
1021,13.0298 ,77.5508,35,3,76
1041,13.0022 ,77.6832,35,4,53
1068,12.9929 ,77.5617,32,5,59
1093,12.8542 ,77.5810,30,1,71
1106,13.0288 ,77.5163,29,3,68
1116,13.0553 ,77.5798,34,4,61
1123,13.0350 ,77.6905,25,3,65
1128,12.8460 ,77.4982,18,3,58
1154,12.9930 ,77.7215,34,1,65
1158,13.1001 ,77.7037,17,2,62
1169,13.0428 ,77.7354,20,2,74
1201,13.0837 ,77.5975,23,2,71
1206,12.9725 ,77.7108,34,4,59
1207,12.9155 ,77.4950,28,4,72
1214,12.8686 ,77.5335,17,1,57
1246,12.9832 ,77.7118,17,2,55
1249,12.9618 ,77.5086,28,4,56
1290,13.0835 ,77.7097,20,5,72
1296,12.8957 ,77.6560,16,4,67
1297,12.8500 ,77.6672,27,1,52
1298,13.0228 ,77.6845,34,3,53
1299,12.9565 ,77.7062,16,2,68
1313,13.0750 ,77.5639,18,4,72
1333,12.9465 ,77.4989,20,1,63
1399,12.8437 ,77.7062,19,3,63
1417,12.9510 ,77.5196,16,3,64
1433,12.9063 ,77.5951,33,4,58
1434,13.0756 ,77.4951,21,5,73
1453,12.9011 ,77.7155,16,1,64
1479,12.9335 ,77.6481,33,1,55
1483,12.9720 ,77.4851,22,4,71
1492,12.9319 ,77.5398,25,2,58
1498,13.0666 ,77.7039,25,2,73
1508,12.9572 ,77.5010,22,4,78
1534,12.8909 ,77.5923,30,5,60
1537,13.0378 ,77.5309,35,2,65
1549,12.8773 ,77.6088,32,4,72
1552,12.9698 ,77.7365,34,2,68
1571,13.0915 ,77.6046,18,3,55
1597,13.0847 ,77.5089,30,5,58
1598,12.9035 ,77.5700,31,5,75
1603,12.8564 ,77.7040,15,1,72
1607,12.9037 ,77.5969,28,3,70
1641,12.9853 ,77.4849,19,1,65
1666,12.8598 ,77.5791,17,3,65
1674,12.9829 ,77.6186,31,4,71
1678,13.0363 ,77.5472,19,1,71
1685,12.8572 ,77.7373,19,3,69
1724,12.8401 ,77.5730,34,4,62
1747,12.9659 ,77.5537,17,4,75
1754,12.9815 ,77.6783,15,2,73
1755,12.9966 ,77.6464,29,4,78
1769,13.0694 ,77.4955,23,3,74
1771,13.0426 ,77.4915,32,4,71
1812,12.8716 ,77.6576,33,1,62
1820,12.9182 ,77.6067,25,5,70
1839,13.0631 ,77.6112,28,1,70
1840,12.9280 ,77.5507,30,1,77
1846,13.0136 ,77.5585,26,5,63
1847,13.0373 ,77.6428,25,4,72
1876,13.0209 ,77.5359,20,4,78
1893,13.0531 ,77.7096,33,3,54
1910,12.9705 ,77.4828,29,3,63
1915,12.9449 ,77.5889,29,1,57
1928,12.9516 ,77.6013,27,1,73
1932,13.0998 ,77.5057,28,1,70
1954,12.9431 ,77.5177,28,4,65
1964,12.9905 ,77.7006,35,2,65
1965,13.0814 ,77.6408,24,4,65
1971,12.8780 ,77.5596,29,3,70
1975,12.9920 ,77.4831,21,5,61
1977,12.9537 ,77.7081,29,3,52
1983,13.0595 ,77.5437,26,3,77
1992,12.9588 ,77.7477,25,2,68
1996,12.9348 ,77.6413,27,2,58
2020,13.0521 ,77.6801,23,5,73
2022,12.9034 ,77.6254,26,2,59
2024,13.0216 ,77.7149,27,3,77
2030,13.0112 ,77.5789,19,1,62
2037,13.0440 ,77.6129,31,5,76
2046,12.9023 ,77.6871,23,1,78
2050,12.8833 ,77.7288,22,3,65
2053,12.9294 ,77.6803,25,5,61
2071,12.9046 ,77.7112,23,2,64
2083,12.9480 ,77.5362,20,3,77
2100,13.0990 ,77.6046,34,4,54
2102,13.0317 ,77.5813,35,2,75
2105,13.0875 ,77.6424,28,1,66
2111,12.8750 ,77.5081,33,3,62
2118,12.8465 ,77.6733,31,1,53
2122,12.8999 ,77.6126,30,2,52
2134,13.0835 ,77.7454,19,4,65
2174,13.0881 ,77.5582,19,2,53
2179,13.0835 ,77.5471,17,4,62
2180,12.9892 ,77.5000,17,2,66
2202,12.8823 ,77.5855,34,3,76
2211,13.0574 ,77.5521,31,3,73
2213,13.0816 ,77.5447,28,3,69
2216,12.9751 ,77.5102,29,4,72
2217,12.9266 ,77.5415,15,1,52
2220,13.0532 ,77.6189,19,4,77
2225,12.9360 ,77.4848,23,3,77
2228,12.8658 ,77.6507,30,4,58
2236,13.0550 ,77.7259,34,4,71
2264,13.0011 ,77.5298,16,2,67
2287,12.9979 ,77.7114,18,3,53
2290,12.8913 ,77.7119,31,1,59
2298,13.0377 ,77.4978,21,4,70
2320,12.9693 ,77.5718,32,3,56
2333,13.0353 ,77.6005,29,5,62
2342,12.8423 ,77.5422,22,4,56
2343,13.0100 ,77.5170,32,4,72
2350,13.0477 ,77.7242,21,4,76
2369,13.0323 ,77.5818,25,4,60
2376,12.9166 ,77.6065,25,5,74
2382,13.0969 ,77.6507,18,3,77
2394,12.9937 ,77.7280,22,1,71
2427,12.9849 ,77.4933,20,5,72
2428,13.0073 ,77.5618,22,5,64
2433,12.9129 ,77.4925,30,4,64
2453,12.9922 ,77.6927,27,2,63
2458,12.8792 ,77.6650,15,1,75
2466,12.8490 ,77.6172,20,4,69
2471,13.0537 ,77.5644,21,2,59
2474,13.0053 ,77.5306,34,2,68
2486,13.0730 ,77.6856,25,1,60
2503,12.9257 ,77.7231,26,1,56
2509,12.8640 ,77.5229,15,3,64
2519,12.8849 ,77.5213,35,4,60
2521,12.8910 ,77.5392,31,1,59
2528,12.9000 ,77.7058,30,2,68
2531,12.9710 ,77.6535,16,5,62
2535,12.9624 ,77.6619,33,3,73
2554,13.0672 ,77.5789,15,3,71
2578,13.0791 ,77.4985,15,2,65
2583,12.9161 ,77.5357,31,2,76
2588,12.9170 ,77.6062,34,1,57
2596,12.9637 ,77.5382,19,5,68
2602,12.9038 ,77.5171,18,2,76
2603,13.0295 ,77.4924,20,3,53
2607,12.9299 ,77.5464,25,1,69
2610,12.8982 ,77.6483,28,2,60
2633,12.9274 ,77.5120,18,5,69
2638,12.9929 ,77.6064,23,4,66
2644,13.0918 ,77.5804,22,3,73
2658,12.9056 ,77.6843,21,3,59
2661,13.0381 ,77.7452,20,5,77
2666,12.9525 ,77.5658,34,5,72
2682,13.0615 ,77.6330,21,3,52
2686,13.0680 ,77.5980,25,5,72
2692,12.9935 ,77.6353,34,3,61
2710,12.8656 ,77.6368,24,2,52
2712,12.9181 ,77.5372,21,2,67
2737,12.8581 ,77.5205,29,3,55
2788,13.0222 ,77.7249,24,5,65
2791,13.0532 ,77.5299,21,2,65
2808,12.8965 ,77.6501,15,3,73
2817,12.9268 ,77.6839,21,2,75
2823,13.0382 ,77.4861,18,5,66
2856,13.0248 ,77.6583,24,2,57
2874,12.9026 ,77.5649,24,2,67
2887,13.0571 ,77.6061,31,4,73
2895,12.8493 ,77.5565,26,2,55
2906,13.0677 ,77.7477,21,4,68
2922,12.9738 ,77.6732,17,3,71
2930,13.0966 ,77.6544,22,3,73
2933,12.9099 ,77.6887,32,3,56
2936,13.0444 ,77.5911,34,1,70
2977,12.9299 ,77.5147,18,1,54
2985,13.0823 ,77.5116,15,4,70
3000,12.8840 ,77.4939,24,1,59
3015,12.9903 ,77.7085,34,2,55
3019,13.0226 ,77.7403,28,5,62
3026,12.9006 ,77.6970,15,4,56
3034,12.8901 ,77.5919,18,5,55
3040,12.9857 ,77.7272,25,3,52
3054,12.9456 ,77.6795,25,4,71
3068,12.9852 ,77.6738,25,3,78
3076,12.8546 ,77.7063,35,4,77
3080,12.9660 ,77.6802,29,4,71
3082,13.0618 ,77.5624,28,4,56
3090,12.9652 ,77.5360,30,2,61
3091,13.0497 ,77.5190,16,5,78
3093,12.8643 ,77.5749,18,2,61
3096,12.9668 ,77.6298,25,5,64
3119,12.9329 ,77.6242,26,5,54
3131,13.0783 ,77.6459,35,2,53
3136,13.0511 ,77.5348,20,3,66
3160,12.9614 ,77.4870,30,3,52
3164,12.9914 ,77.7303,29,3,68
3166,13.0918 ,77.6767,24,3,62
3167,13.0810 ,77.5933,21,3,76
3171,12.9727 ,77.5271,34,4,73
3210,12.9596 ,77.5985,15,4,73
3211,12.9534 ,77.6094,28,4,73
3223,13.0888 ,77.6284,16,2,67
3227,12.9804 ,77.5629,18,4,65
3233,12.9799 ,77.5065,28,3,69
3235,13.0816 ,77.5306,29,1,67
3254,12.8761 ,77.4990,26,3,60
3258,12.9030 ,77.6354,29,1,64
3263,12.9628 ,77.5759,20,4,55
3265,12.8657 ,77.7263,33,5,76
3274,12.8960 ,77.7481,32,2,59
3289,12.9086 ,77.6928,18,5,70
3295,12.9326 ,77.5851,34,2,76
3327,12.9339 ,77.7260,15,3,52
3333,12.8937 ,77.6969,25,3,69
3350,12.9487 ,77.5084,16,3,73
3354,12.9482 ,77.5779,32,5,54
3355,13.0452 ,77.5780,22,4,52
3359,12.8543 ,77.6160,18,4,64
3380,12.9573 ,77.6813,19,2,60
3383,13.0686 ,77.4937,21,2,62
3384,13.0988 ,77.6926,34,4,70
3403,12.8591 ,77.5368,25,3,59
3424,13.0367 ,77.6284,17,2,72
3447,13.0162 ,77.6018,29,4,61
3451,13.0072 ,77.5092,25,3,71
3484,12.9308 ,77.5260,20,1,58
3488,12.8904 ,77.7104,19,4,52
3500,13.0081 ,77.5760,29,3,54
3512,12.9134 ,77.6433,25,1,76
3531,12.8979 ,77.7325,25,2,70
3532,12.9245 ,77.5908,24,4,65
3545,13.0779 ,77.6689,33,1,72
3547,12.8776 ,77.6903,30,3,71
3553,12.9890 ,77.5663,19,4,58
3554,12.9808 ,77.7379,20,2,53
3560,13.0104 ,77.5736,29,2,62
3562,13.0855 ,77.6376,30,4,72
3565,13.0534 ,77.5416,28,5,55
3566,12.9866 ,77.5357,26,2,61
3567,13.0046 ,77.6357,31,1,77
3570,13.0983 ,77.6811,29,4,78
3574,13.0534 ,77.7265,25,1,66
3584,12.8853 ,77.7033,24,5,73
3592,12.9374 ,77.5723,15,1,64
3597,13.0778 ,77.5297,34,3,58
3599,13.0537 ,77.6833,29,2,66
3600,12.8568 ,77.6646,31,3,64
3608,12.8994 ,77.5888,34,4,59
3615,13.0665 ,77.6389,24,4,61
3619,12.9355 ,77.7404,28,5,73
3620,13.1000 ,77.6357,29,1,69
3626,12.8991 ,77.5650,28,5,75
3632,13.0493 ,77.5267,26,3,66
3633,13.0097 ,77.6639,31,5,67
3638,13.0619 ,77.6010,29,4,65
3643,12.9530 ,77.5432,28,2,64
3652,12.9184 ,77.6818,18,2,54
3656,13.0775 ,77.5024,24,2,55
3660,12.9489 ,77.6645,23,5,61
3668,13.0613 ,77.6966,23,1,65
3685,13.0839 ,77.5310,35,4,73
3690,13.0139 ,77.7318,31,4,57
3702,13.0348 ,77.6397,22,1,53
3704,12.9652 ,77.5449,27,3,61
3707,13.0613 ,77.7411,31,3,58
3711,12.9431 ,77.6692,15,4,57
3713,12.9340 ,77.5671,15,5,67
3715,13.0278 ,77.4849,19,4,78
3724,12.8895 ,77.7121,34,1,61
3736,12.9045 ,77.7029,21,5,72
3745,12.8536 ,77.5564,17,5,56
3747,12.8597 ,77.7174,26,3,78
3750,12.8539 ,77.6632,28,4,61
3766,12.9231 ,77.6705,33,3,53
3770,13.0221 ,77.5151,16,1,64
3783,13.0872 ,77.6027,33,3,74
3798,12.8622 ,77.5005,28,5,76
3799,12.8760 ,77.4925,30,5,59
3802,12.8428 ,77.5344,17,2,73
3803,12.9446 ,77.7002,29,1,72
3805,13.0257 ,77.7422,15,2,69
3809,12.8997 ,77.6831,27,2,67
3824,12.9261 ,77.6396,33,2,78
3829,12.8948 ,77.5604,17,4,72
3834,13.0570 ,77.5451,28,1,61
3845,13.0860 ,77.6842,15,3,61
3879,12.8976 ,77.4911,29,5,52
3882,12.8505 ,77.4850,28,5,62
3884,13.0622 ,77.5732,32,5,64
3895,13.0693 ,77.4886,23,5,65
3904,13.0096 ,77.5662,35,3,60
3913,13.0065 ,77.5939,18,5,75
3932,12.9396 ,77.5451,26,2,55
3950,13.0066 ,77.7228,35,5,67
3953,12.9703 ,77.5462,26,5,52
3957,12.9948 ,77.7052,34,5,78
3962,12.8677 ,77.6323,32,3,59
3973,13.0401 ,77.6502,24,3,53
3987,12.9632 ,77.7413,32,4,72
3988,12.9932 ,77.6689,28,3,76
4004,13.0632 ,77.6996,22,5,72
